Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
310102,B008EM51FA,A2C8R9KPG5HO2Y,rosilu,0,0,5,1350864000,Instant Ginger Honey Crystals Pack of 30 Bags - 18 g Sachets,"A nice healthy cup a...ginger crystals?...Yep! This stuff is great! I found this when I came across it somewhere on clearance once and althoug it's very strong (I only use 1/2 packet per cup); depending on how strong you like ginger, you might use more :)  For winter or fall this is a wonderful thing to have around.  Remember how I said it's strong, well, I get 2 cups per packet (I like my tea very strong, but I like this the way I described). The value here-wow, you just can't go wrong.  And no, I am not getting any compensation here for saying all this, I just found a product I like and it's hard to find for such a great price. I can't do dairy either or much coffee, so haviing things like this just make life a little more fun.  Plus, it's so much better for you and chepaer than a drive-through drink :)"
310109,B008EM51FA,AG4LBEYRCWT9S,RumPunch,0,0,5,1349136000,YOU NEED THIS TEA!,"This tea is awesome! Authentic Ginger flavor. Certainly clears the sinuses.  If you like the stimulating, fresh flavor and aroma of Ginger, then this tea will please you.  Additionally, I don't have to add any sugar or other sweetener. Also, there are no tea bags to deal with as the crystals dissolve rapidly for the perfect cup.  I like it cold too.  I also add less water than recommended for an even more robust flavor.  I like it strong!"
310202,B000G7VYTS,A1Z54EM24Y40LL,c2,0,0,5,1249257600,The best!,"As a rule, Snyder's just makes the best pretzels, hands down.  They've been making them for 100 years now and well, there's a reason they're still in business!  These are great - they disappear rather quickly.  My only complaint is that they're small and very hard so they scrape the roof of your mouth.  Other than that, they're the best tasting things out there.  Highly recommend!"
310215,B000G7VYTS,AJNX9JEXOAS7V,"\"B. A. Smith \"\"Gramma Bobbi\"\"\"",1,2,5,1245801600,"Holy Hot Sauce, Batman!","Who knew they could put buffalo wings in a bag?  These pretzel pieces are absolutely wonderful . . . and  . . . a-hem . . . less fattening than actual chicken wings.  All the glory, less fat!  Yummy!  Yummy!  Yummy!"
310237,B003DNL9T2,A1QHTQXMG83WR9,Jonathan Jablon,1,1,5,1339200000,Freakin' delicious.,"This stuff is gooooooood. I don't know what more to say about the flavor. It's cherry pomegranate. It's sweet, yes, but not overwhelmingly so. And it's much, much less expensive on Amazon than in my local supermarket. This product comes in a pack of 4, as it says, which means four bottles, each containing 10 quarts worth of powder. Each packet of powder makes 2 quarts, so while it's easy to make it in one-gallon batches like I do, it's not as easy to make it in 1-quart batches, since measuring out half of one packet would be annoying. So, two quart intervals is the standard measurement for these packets."
310262,B008JKTH2A,A250GXRD2BGQV2,NatureLover,1,1,5,1319673600,Love these!,"These are my favorite bars, by far - just delicious.  I was having trouble finding these anywhere, so I was happy to see them available on Amazon.  Perfect blend of flavors, and they taste very fresh.<br /><br />They're so good, I may need to hide them from other family members so they don't get eaten up too quickly!  :-)"
310279,B008JKTH2A,APP2UBCZY7SRC,glutenfree family,1,1,5,1310342400,Delicous!!,These just maybe one of my favorite Kind bars. I enjoy grabbing one as that chocolate craving comes in the afternoon. This bar is a must for snacks. I will definatly keep these bars coming every month.
310296,B008JKTH2A,A33R8P2CL68AWA,lazyboots,1,1,5,1297555200,YUM,"I didn't buy this product off Amazon (sorry, guys!) but I normally buy it at school for a quick and mostly healthy snack in between classes. I'm surprised at all the negative reviews. I am a very picky eater and I really like these bars. They  satisfy my craving for something sweet while still being healthy. I also love the fact that one bar really fills me up, as it normally takes 2 fruit or granola bars to do the same."
310297,B008JKTH2A,A1GL6VTUJCBYT9,Laura,1,1,5,1297036800,"Protein, tastes good and no gluten.","This bar tastes good, has a decent amount of protein and also has no wheat.  I alternate between this and the Think Thin dark chocolate crunch bar."
310299,B008JKTH2A,A1N2JVMHH6QQ2,Cindy Jo,1,1,5,1295395200,My Favorite- for blueberry lovers,"This is my favorite kind bar. It has a nice blueberry taste. I've found that blueberry is not a widely loved flavor, but if it is for you - you'll love this. Again - this is my favorite."
310317,B008JKTH2A,ATMSYFZBXCLET,"\"Amy Smith \"\"Middle-aged Michigander\"\"\"",1,1,5,1256256000,Delicious!,"The KIND Mango Macadamia are my favorite...not too sweet, great texture, great combination of flavors.  I keep them in my office for snacks or the occasional missed lunch! The Amazon price is reasonable; I've also seen them on sale elsewhere."
310323,B008JKTH2A,A17V2N0N8CXSA9,"\"H. Curran \"\"English Bay\"\"\"",3,4,2,1320364800,Pomegranate Blueberry Pistachio + Antioxidants,"First got turned onto these bars at Starbucks. Our favorite is the blueberry vanilla & cashew but Amazon does not offer this combo for some reason. So I ordered the  Pomegranate Blueberry Pistachio + Antioxidants as well as another type, figuring that even if the kids did not like it my husband would take the remainders to work to snack on midday. Well no one likes this flavor. It consists of a lot of the puffed filler grains used in cheap bars, almost like smaller firmer rice crispies. I even had the box in the car to pull out when the kids were starving as a snack but no go and husband doesn't like them. The other kind I ordered was the fruit and nut delight which everyone will eat, but our favorite remains the blueberry vanilla and cashews."
310324,B008JKTH2A,A1648PNP0S8G07,CocoRosieFan,3,4,2,1296000000,Too Sweet,"I've had other Kind bars and this one is okay (I don't particularly care for the taste). In my opinion, it's too sweet (while I occasionally indulge in sweet things, this isn't what I had expected with this product). Every bar is 40g and there are 13g of sugar. Yikes. I wish I had looked this up before I purchased this because I have nine more bars. What's worse, instead of getting twelve bars, my box only came with ten. I will not be ordering this or any other Kind bars."
310330,B008JKTH2A,AEY5NHLOAWM21,C Love,0,0,3,1351209600,The Kind Plus item was sticky,"I have no complaint about the product itself. I likely would have rated it very good had it not been subjected excessive heat somewhere along, before it arrived. Although I ate them, each one was sticking to the wrapper and<br />difficult to eat without sticky deposits on my face and hands."
310342,B008JKTH2A,AUS545VE0P2J1,Paul,0,0,5,1350000000,Try frozen,"I just finished my second box of the dark choco cherry cashew. Im over in a hot box so I knew they would arrive somewhat melted, so I threw them in the freezer and they were amazing! If you have kids I dont recommend freezing them but if not you should try esp if they arrive melted they harden up (no mess at all)."
310351,B008JKTH2A,AP3UNMQ4PQ87Y,Sylvie,107,119,3,1282176000,the Peanut bar,"I was looking forward to receiving this order. Almonds, macadamias, and walnuts! Sounded delicious.<br />Then I tried one, and was puzzled. Yes, I could taste some almond, but WOW, the  main flavor was PEANUTS. The ingredients list peanuts as the largest amount of nuts. This should be called the Peanut, Almond Bar. If one likes to have the main flavor of a nut bar as peanuts, you will enjoy this.<br />The quality of KIND products I appreciate, as well as the low GI, the natural properties, and having a healthier choice. But honesty in advertising and product would be appreciated.<br /><br />I was disappointed with the deception, and the unexpectedly strong flavor of peanuts, as I purchased it for the nuts I like best, which were supposed to be the main source of nut protein.<br />Let's get honest KIND!"
310367,B008JKTH2A,A30UOBBJSKRCEY,L. Harrison,0,0,5,1347753600,Delicious snack,"These are about $1.50 to $2.50 in the store, so I was pleased to find them on subscribe and save for $1.50 each or cheaper.  Good quality, sturdy enough to toss in a purse or backpack, and pleasantly sweet without being overwhelming.  Good substitute for candy when I want a treat.  Filling enough to hold me several hours when I'm on the go."
310372,B008JKTH2A,A5UO5P9MUSQ3P,sd,0,0,5,1347148800,pb & dk chocolate kind bar,"This is THE mmmost delicious Kind bar there is! Its like eating a candy bar, except its good for you."
310389,B008JKTH2A,A2BSXVEL89ZWR8,J,0,0,5,1341446400,Yummy,"We love peanut butter and chocolate combination. This Kind bar flavor is really good, healthy and filling. I keep a Kind bar in my desk drawer for the afternoon cravings."
310400,B008JKTH2A,A200Y75B1LH1EG,D. M. Damrow,0,0,5,1337126400,Excellent seller Excellent product!,"I enjoyed this product immensely.  The product came quickly and had a year to expiration.  IF you are a honey type of person, this is your bar, the taste is prevalent even among the cranberry!  YUM"
310402,B008JKTH2A,A2HNVHNTAE60KT,MARIE,0,0,5,1336694400,THESE BARS ARE AWSOME!!!,"I REALLY ENJOY THESE BARS AS A MEAL REPLACEMENT<br />OR FOR ENERGY,THEY TRAVEL WELL AND I LOVE THE TASTE!!<br />THE PRICE IS GOOD TOO!!"
310420,B008JKTH2A,A1IO0EZBH5XXM9,Casey,0,0,5,1330992000,No need to eat candy bars again!!,"These are great, way better than a Snickers and healthier. Great to carry one with me when I am out for the day. This way I have something safe to eat and has some chocolate! :)"
310429,B008JKTH2A,A2L1Z55GVXM1AF,"\"J. Partin \"\"extremities71\"\"\"",0,0,5,1327276800,Great for breakfast or a snack,These bars are perfect to grab and go in the morning or for an afternoon addition to lunch.  Crunchy with a hint of sweetness from the cranberries.  I haven't tried the other flavors but intend to give them a shot as they are a low carb option for a bar.
310433,B008JKTH2A,A2N09DNTWZ1OZI,"\"ken \"\"average guy with opinion\"\"\"",0,0,5,1324425600,good taste and better than a snickers bar for you,There bars are pretty tasty.  But you are never going to find something that is nutritious and tastes better than a candy and chemical bar.  Anyway you look at this it is not a competitor to mainstream snack food.  I enjoy these bars and think that they taste good and are an enjoyable treat.
310462,B008JKTH2A,A6R24AH3X260K,T. Haugen,5,5,5,1238112000,Amazing Flavor,"I recently tried these at Expo West and they are amazing!  More flavorful than any candy bar on the market and full of healthy omega-3's, protein and fiber.  This is one product worth the price."
310465,B008JKTH2A,A3CXCRXLFYJMTF,Scully,4,4,5,1302134400,Pomegranate Blueberry Heaven!,"\"I bought these bars on a whim (the Pomegranate Blueberry Pistachio + Antioxidants).  I am trying to eat \"\"clean\"\" and was looking for a healthy snack for myself and considering actually making my own granola bars until I stumbled upon KIND.<br /><br />I just ate my first one and I am shocked how good they are.  I was skeptical"
310504,B008JKTH2A,AFMAWUTGO9CE1,AB,0,0,5,1285632000,Addicting,"I came across these bars while at Starbucks and was really hungry and decided to give one a try.  From the first bite I knew I was hooked, they are so delicious and healthy for you! I love the fact that they are high in fiber and have Omega.  I highly recommend these bars to anyone looking for a healthy snack.  If you have a sweet tooth grab one of these as a healthy option rather than a chocolate bar."
310553,B008JKTH2A,A17MZDKDNTLBR1,M. Brickman,2,5,1,1316995200,don't buy this item from amazon,"i received this product and each bar was not only STALE and inedible,<br />but it looked there were some sort of insect droppings in the bottom of the package...<br />it was disgusting...<br />buy directly from the the KIND website...<br />amazon is only good for books and audio, not food items"
310567,B008JKTH2A,A3FM0G6Z0JO7NT,birdy,4,4,5,1253836800,Take caution -- these are delicious!,"I think I could eat myself to death with these. One is NEVER enough for me. They are soooooooooo yummy! I love almost all of the Kind bar selections, but these are my favorite because for 150 calories--you really feel like your eating something much more sinful (even though you're not!). They're good for you too (all the right fats for beautiful skin) and it's just a perfect guilt-free treat."
310568,B008JKTH2A,A1RKGR4GBD56E7,"\"J. Watters \"\"Jodywatt\"\"\"",4,4,4,1246924800,Good munch to crunch,"KIND makes a good variety of these raw food bars. The Almond, Walnut, and Macadamia are very good and can be addictive. Nice crunch, good protein. Great snack that's easy to enjoy!"
310574,B008JKTH2A,A2Z4TQN4C4WSSB,Kelly L. Roth,3,3,5,1324512000,Yummy!,These bars are more like candy then energy or nutrition bars. They do have a hefty amount of nuts and fruit though that sits atop a dark chocolate bed which is then drizzles with more yummy dark chocolate. I get these via subscription through amazon. They are almost always eaten within the first week of arrival. Everyone in my house loves them. Perfect snack to throw in your purse or grab as your walking out the door.
310576,B008JKTH2A,A2IQM22V0QM4I6,Doug Stevens,3,3,5,1316217600,"price v. value: five stars, even with the peanuts","UPDATE: The five stars are for the almond-walnut-macadamia bars, peanuts and all. I gave the cashew-almond-omega3 bars a try later and was somewhat disappointed with them. Not as much flavor. Back to almond-walnut-macadamia bars.<br /><br />I've gone through a few boxes of the KIND bars named for their alleged content of almonds, walnuts, and macadamias. I haven't encountered any of the funny tastes, apparent staleness, or wrappers horribly stuck to the bars, that some reviewers have mentioned. As other reviewers point out, there are a lot of peanuts relative to the content of walnuts, macadamias, and walnuts. But it tastes good nonetheless, and for the price ($1.06 per bar if you buy on subscription) it  strikes me as a good value. This is a relatively high-calorie snack bar (almost 200 cal), but it's also high protein (10g), has extremely little saturated fat, and a relatively low amount of sugar. It's substantial enough that you can easily resist eating a second bar. The bars also contain some worthy vitamins and minerals in amounts sufficient to matter. So far, knock wood, the deliveries on Amazon's subscription have been fast and the product has arrived in excellent condition. I don't expect to get a gourmet no-peanuts bar for this price--it's a good product and good value at this price."
310616,B008JKTH2A,A3KPIR0F6QHQWR,Cyndi C,1,1,3,1346284800,Best to not purchase during warm months,"I LOVE these bars however, this item should not be shipped during warm months. The bars arrived with the chocolate melted from the bars and stuck on the wrapper.  I may try delivery again during the winter and hopefully they wont arrive melted"
310637,B000LKWTY4,A14POP7DKZ47YN,CincyBengals,2,2,5,1215216000,"Not much taste, but that makes it a versatile food","Simply Fiber's taste (or lack of taste) is one of its strengths, in my opinion. I have it with fruit, cinnamon, and powdered stevia for breakfast. But it's also great as croutons in salad, tossed into soup, and crushed and used as a kind of breadcrumb substitute. Add it to a variety of foods to get your fiber. Much cheaper here on Amazon than in my local health food store."
310661,B000ORY230,A1QQJ48M3VSRM2,A. Mouser,0,0,5,1346630400,Delicious and healthy...kids love them!,"\"My boys have been enjoying Nordic Berries for over three years now. My 11-year-old and 7-year-old both enjoy the sweet and tart flavor of the gummy berries over the many other vitamins we're tried through the years.  They have a sweet outer coating with a soft inside and they like the tangy flavor. I'm thrilled Amazon offers them, so more parents can try these wonderful vitamin \"\"berries\"\"!\""
310662,B000ORY230,A2PLDQPCO596CN,LaurenC,0,0,5,1343001600,Great!,"\"My 2 year old LOVES these. I like the Nordic Naturals brand. After reading some of the reviews of the \"\"sour\"\" taste I was worried"
310708,B002ZXB20C,A1MVI70USS2UC8,L. Reece,1,1,5,1268697600,Great coffee!,I have a Keurig coffee system and this the best brand I have tried yet.
310749,B0006L0UC6,A3HPCRD9RX351S,Spudman,1,1,5,1174089600,Canine Testimonial,All I can say is that our two dogs love these things almost more than anything else. They each get one a day and very much look forward to that special time. These long lasting treats are well worth the money for us.
310750,B0006L0UC6,A2JMKQD867B4VJ,"\"M. J. Fox \"\"FoxyArt\"\"\"",0,0,3,1332633600,Great bargain treat!,"\"My basenji, Lily, loves Rawhide Munchy Sticks Beef 5\"\" 100 Pack and Chicken"
310769,B002X9W91Y,A2BSQAX6I2MSKH,chnecad,0,1,4,1314576000,"As always, very satisfied.","This was my third order for chocolate neccos and as usual, they arrived in a timely manner and were packaged so as to minimize breakage.  I love the product and cannot find it in our local stores anymore  so am very happy to have found a reliable source.  My only complaint is for the makers of the candy and that is that I don't like the white chocolate wafers and throw them away but I love the other three flavors."
310770,B000R31XWO,AMIPRQWY4IMC5,"\"Jay & A. \"\"J&A\"\"\"",3,3,5,1258588800,Our favorite tea,"I first tried this tea at Einstein Bros. Bagels, and it is the only tea the we drink now. It has the greatest flavor, and is the finest tea that I have ever tasted. I have offered it to many friends that do not like tea and they have tried it and loved it. We all like it without cream or sugar, the flavors are so rich and vibrant that it easily stands on its own.<br />Harney & Sons even somehow got my boyfriend off of soda, he bought a bunch of different flavors and has them with his meals instead now. They compliment meals very well, and are a wonderful way to start your day and unwind in the evenings."
310785,B0026LIVMU,A1EVGD2LQCJU35,Dr Shopper,0,0,4,1289260800,Only Can food my dog will eat and not get sick. So I guess it is good!!,"Bought Iams when was on reasonable price for 25$ a box of 24 + Free Shipping. My dog loves it and wont eat anything else or he gets sick. Tried Alpo, Pedigree and Purina all gave him a upset stomach. So great food would recommend but defintly look for better deal then 40$ a box cause this is not Vet formula or anything like that thank you."
310806,B000Y6Z0DM,A2EGD8K9W5AHTG,em,4,4,3,1330905600,"Pretty good supplement on paper, hoping the body will like it in the long term.","\"I bought Amazing Grass to mix in as part of an energy drink for a healthy snack or recovery after a long run, and also just as a supplement. The reviews are wonderful and the price wasn't too bad, so I bought the Chocolate variety for mixing with unsweetened Almond milk and Plant Fusion protein powder. Sometimes when I'm hungry and need the drink to be filling, I also add a dollop of peanut butter.<br /><br />So, the taste. I've never tasted wheatgrass or any other \"\"superfood supplement\"\" and I can only imagine that they taste like vomit"
310814,B000Y6Z0DM,A3RWAE003YXB7T,CHopwd,2,2,4,1318204800,Brain Food!,"\"Absolutely love this stuff...despite the taste! I have been using this for years and it's a noticeable difference when using this superfood. I tried others which were certainly more palatable but lacking in the raw horsepower this particular brand has. I have both green and berry, but prefer the \"\"berry\"\" (loosely labeled) in the morning.  I can survive and thrive with only a mid morning coffee"
310826,B000Y6Z0DM,A150OSB6Q5SX2F,Becky,1,1,5,1325289600,Cheaper than anywhere else,"I used to buy this same powder at Wholefoods for double the price. Same stuff great price, and now I have it on order every month even cheaper."
310832,B000Y6Z0DM,A1OAS3P0X2VJEM,james000,1,1,5,1282694400,Very Reliably Product,"This product is one of those few that really work.  Just after two days of taking this, I was able to feel more energy.  Since I am a big vegetable eater, it is really giving me a lot of nutrition.<br />By the way, I have been drinking it for one month now.<br />I shared some with two of my co workers and they feel the difference as well.  In fact, one of them have purchased two bottles from Amazon.<br /><br />I often mix it with half scoop of protein powder or milk.<br />Even my brother who hate vegetables are taking them now.<br />I really recommend this product."
310859,B002XWFK3U,AOB7OC8JFRCBS,MrWonderful,2,2,5,1324857600,Great Buy On Great Nuts,"I been looking for beer nuts for awhile and found them on Amazon, they are still as delicious as I remembered.<br />Great value for the price."
310909,B00423CZ3G,A11BXH2FE9LPUU,UnkleBigJoe,0,0,5,1307145600,Excellent,"A real treat, easy to use, warm is the only way to eat pork rinds from now on. Very little left over and those that were found there way back to the microwave to puff like the rest"
310912,B00345EX0G,A1XKCMHSS2RH2I,marylee,0,1,1,1317600000,PRICES,"I have been a Yaucomo user since I visited San Juan 15 years ago.I buy Yaucono for myself and gifts for family members. With the increase in price and the added cost for shipping,I am afraid I might have to say ADIOS!!!!!!"
310921,B000F4DK9O,A1I5QUJRRY971J,"\"M.S. \"\"M.S.\"\"\"",0,0,5,1261699200,Twinings Jasmine is GREAT tea,"Now that stores rarely stock Twinings Jasmine Green Tea, Amazon or Twinings are the only sources where we can get it.  Other brands of Jasmine just don't taste the same.  We keep coming back to the Twinings brand.  Amazon offers it at a great value."
310940,B0007IQQV2,A3O50CWH0MPE5V,"\"moondog \"\"pogenog\"\"\"",1,2,2,1276128000,Warm Brown Water,"That's what my mother said, and she doesn't even like strong coffee! We got her a Keurig machine for Christmas, and so far have had fun trying the various K-Cups. Mom is leaning towards Wake-Up Call as an everyday coffee, and my wife and I (who drink Jeremiah's Pick Fogbuster or Longbottom Black Gold as our morning cup) think that's good, too. So, to keep this short, Nantucket Blend doesn't taste bad, it just doesn't have much flavor. If you like your coffee very mild/weak, you might love it. If you like stronger, bolder, darker blends, forget about it."
310948,B00064VQNU,A15WFBQFB20X2J,H. Kwon,8,8,4,1310342400,For those concerned about bitterness...,"\"I noticed that a number of reviewers commented on the \"\"bitterness\"\" of the Bariani extra virgin olive oil.  I tried out both their 2010 \"\"early harvest\"\" (green) olive oil and their regular fall 2010 olive oil.  I found their green olive oil to have a stronger"
310984,B00064VQNU,A3AZ5EDQ0JOCDK,Stephanie,0,0,5,1307318400,Great Stuff,It's the only olive oil we use.  We have food allergies and this is the most unadulterated one that we have found.
311009,B001EO6FPU,A2DQ85UUGNOSWS,JLeo,4,4,5,1273276800,Great price on Amazon for a wonderful product,I just bought this at my local health food store for $32. I am happy to see this price. The product is great--tastes and works just like sugar. My husband is on the Jorge Cruise diet which recommends this type of sweetener.He lost 9 lbs in a week. Splenda is not a good subsitute for sugar--it can have toxic effects on your body. Give Z sweet a try!
311023,B001EO6FPU,A13RWSJ9T4CS02,T. Brown,1,1,5,1331596800,"Fantastic! ZSweet, Thank you!","Ok, I never usually write reviews, but this stuff is the best out there. I recently started the HCG Protocol and could not stomach Stevia as a sweetner no matter what flavor. I have never been a fan of ANY artificial sweetner until now. This is just as good or better then real sugar!! LOVE! Eating some on fresh fruit right now as I am typing. YUM!<br />Thank you! You're my hero!"
311079,B000E4ARD2,A18GTN5ZU74AHF,Scipio,2,2,4,1179878400,Expensive Non-Vegetarian Health Food,"This stuff is very tasty and a great source of protein, but not cheap - even at Amazon prices.<br /><br />Maybe someday they'll genetically engineer turkeys whose meat automatically turns to jerky.  Until then, I guess this'll have to do."
311229,B000LKYWIK,A1RJDQPF8G9WEP,Neny,0,0,4,1308700800,Good stuff :),"I've used it to make icing for cake, and to make glaze icing for doughnuts and cinnamon rolls, it works great and it tastes wonderful."
311235,B000HD3YDU,A10594N1GXIB6J,"\"urbnchic \"\"urbnchic\"\"\"",0,0,4,1231977600,great!,"I eat HC soups all the time, this one is super-filling! I just add a dash of garlic salt, maybe a few saltines crushed up.  It's one of the better ones, I rank this one up there w/ the Gumbo, and Clam Chowder.  It's better than the Fiesta Chicken to me! Good luck, you won't hate it!"
311251,B001M07456,AE26DC5BK3QMJ,"\"G. Jacobsen \"\"Jake\"\"\"",0,0,5,1268179200,best going,"Got these here once when they were on sale.  Great nuts!  They weren't available next time I wanted some, so got a large bag at W-M.  Difference was devastating.  These are so much better, fresher, tastier it was amazing.  Find the container and size you want and just plan to keep them in stock."
311254,B001EQ4NWK,A2AUDU9Q784RVB,"\"robb quick \"\"mia\"\"\"",5,5,5,1315958400,Great,"Bergin Nut Company Roasted Sunflower Seeds are delicious.  Fresh, crisp, lightly salted with no bitter bites waiting for you.  You can eat them as is or use them in salads or in bread recipes.  The pack of six quantity many require that you refrigerate your bags, but they are definitely a product that you should try."
311263,B001EQ4NWK,A1H3CPV8ARWNLM,Ryan Donnelly,0,0,1,1351123200,"Bonus:  Bag of sunflower nuts also contained a giant, dead beetle","\"If you enjoy a side of dead, salted beetle with your sunflower nuts, this is the product for you.  I opened a bag this morning, and after eating a few handfuls, noticed that an insect leg had been uncovered.  This was shortly followed by the remaining 2.5\"\" of beetle.  Needless to say"
311292,B006UUVXR8,A1UAI5HU67GKZ1,shopgirl,0,0,1,1344384000,is the price correct?,am i reading this right?  one bag is $7?  it's $1.99 a chinese markets.  they even have it at walgreens for $2.15.
311305,B004P8JMYI,AYR03X8S24RRE,Reign,0,0,5,1342828800,Winner With My Dogs,"One of my dogs has certain food allergies and therefore we have to be careful in what he eats. One dog is a Saluki and the other is a Westie. The ingredients look very wholesome and both dogs like it. I am impressed that Merrick came up with another line of dog food. Our dogs have been fans of their other products; we have tried their other wet and dry foods, as well as their treats. This one is more affordable for their everyday diet. My husband has given it thumbs up: doggy pate, but with not too much tartar. I am very pleased that we can get this through, Amazon along with free shipping."
311320,B000WFNO6A,A2R8Z9CEGYX31N,A. Biggs,0,0,4,1323129600,My puppy looks amazingly HEALTHY!,"\"My puppy is a four-month-old mutt that weighs just over 40 pounds. I've been feeding him EVO since we brought him home at 9 weeks, and he looks like it. Literally the first thing any vet says upon seeing my puppy is, \"\"He looks so healthy. [check ears"
311331,B000ET93JQ,A3TAA2D3147ALG,"\"D. Johnson \"\"explorer\"\"\"",1,1,1,1163548800,Wast of money!,"The product doesn't mix well, is very grainy, like sand was mixed in it. It also has a vinegary taste to the product, and the color is to dark,and it should have a lite creamy and buttery texture to it. And yes I did use real Butter."
311341,B000E48IO2,AVO2RHUA1V1EU,Tripp,1,1,5,1175385600,Absolutely Delicious!,"If you love the taste of peanut butter, then you will love the taste of these granola bars.  They are chewy and do not break into pieces while eating them.  A healthy, delicious, and quick snack!"
311362,B005SPMRDK,A1MYMM85QSUR7,P. Shea,1,5,1,1324080000,a flavor too far,I love layers of flavor but these nuts all contain at least one horrible nasty flavor. Every package was awful. Who comes up with this stuff? What a waste of perfectly good nuts...and my cash.
311367,B001G0MG14,A3T5P5809CW3Y4,dano,0,0,5,1338768000,Mmmm Mmmmm Good,"Was not always a fan of Ghiradelli - just a lover of really good chocolate.  But Ghiradelli has made really good chocolate in these little squares.  Absolutely addicting.  Love the Truffle squares that they make as well.  Some of the squares broke in shipping and the caramel oozed out.  While a bit messy, still tasty."
311415,B001UV1JRQ,ARBBE51C56SK5,Campby,0,0,5,1270684800,Quinoa,"Black and the original white are good for variation but Red has the perfect mix of flavor and texture, fits between the black and original white."
311442,B00032EGGO,A2YTGRFQC9ZF52,"\"Bill Lumbergh \"\"yeaahh...\"\"\"",4,6,5,1112745600,This Stuff Is Good,This is so cool that you can review food on Amazon.com. I love drinking this stuff.
311453,B005QRPHSW,A1L1S42BOGPF96,John Flora,3,4,2,1321228800,My Aussie kinda likes them,"My 5-year-old Australian shepherd, Pete, has put on a lot of weight in the last 18 months, so I was curious to see how he would take to a low calorie treat.<br />I placed a regular size Milk Bone, a small Beggin' Strip, and a Zoe treat stick side-by-side on the carpet and invited Pete to help himself.<br />Being wary like most Aussies, he cautiously sniffed each offering, then took the Milk Bone. When he was finished with the Milk Bone, he picked the Beggin' Strip. Finally, when there was only one choice left, he took the Zoe treat stick.<br />I did this test with him four times to see if he would develop a taste for the Zoe treat sticks, but the results were always the same.<br />From a health and caloric point of view, the Zoe treat sticks may be the better choice, but Pete's interested in them only if nothing else is available.<br />I suppose that's true of people and diet food too.<br />At any rate, Pete gives 'em 2 stars."
311531,B001QEB3D2,A3I34LVM5HL4OP,Emily,2,2,5,1306886400,My 15 minute break,My cavalier king charles spaniel LOVES these. She's 3 months old and can have them gone in 15 minutes. Seem to digest well also
311553,B004Q7MBGO,A2OEUROGZDTXUJ,J. Graves,1,1,5,1327190400,Pete loves bunnies!,"My cat, Pete, is so picky, that he once poopoo'd fresh Dungeness crab that I gave him for Thanksgiving dinner. Seriously. When I was given a free can of this rabbit, I was weary. I gave him half the can, which he then devoured immediately. Usually, he is a shy eater as well. Not so with this seemingly delicious meal! The ingredients list is simple: rabbit, water, liver and guar gum."
311560,B0042YSWLE,A2NCCRY13YCJOI,Jeff,2,5,5,1311292800,Tastes Like Water!,"I am drinking a bottle of Aquafina right now.  The water is superb.  How can you go wrong with the Official Water of Major League Baseball?  I am not sure what the other reviewer is talking about...my bottle is standing up just fine, all by itself; and yes it is the 50% less plastic eco bottle."
311620,B000EVG8H4,A1TGWEWHV83ZFN,Kathy Herrin,0,0,5,1348099200,Gluten-Free Sandwich Bread,"\"This Gluten-Free Pantry Sandwich Bread is very good.  I have made many loaves of their French Bread, but after trying the Sandwich Bread I actually think this one is more to my liking.  It's a little softer than the French Bread and more like \"\"regular bread\"\".  After baking"
311641,B000EVG8H4,A5E4IGZFCREMN,MusicCat,0,0,5,1329868800,The Best Gluten free bread - hands down!,"I have been making gluten free breads in my breadmaker for a couple of years now. Not much to it - very simple to follow and great results every time (get a breadmachine with gluten free setting if you want to use this mix). I love the flavor of this bread - not a strong taste at all, which is what you want if you want to make sandwiches. People who expect gluten free breads to taste like regular breads will always be disappointed - there is nothing that will be exactly the same as regular bread, but this one comes the closest, in my opinion. Almost all freshly made gluten free bread mixes will end up in a slightly spongy, damp bread. I always toast mine if I'm making sandwiches and it turns out fine. I don't toast it, however, if I'm eating it as a side with my meal (such as soup), and even my whole family who is not GF loves this bread! I used to be a devout Pamela's bread mix fan (which is also good), but after trying this one I have to say this is the winner hands down. Pamela's tastes fine, but doesn't slice as easily and has a flatter shaped bread -- not the most ideal if you're looking for sandwich bread.<br /><br />This bread also makes nice thicker slices if you're looking for dinner bread. I also use leftover bread for excellent french toast even if it's stale. Makes great stuffing cubes, too. I slice and freeze leftovers, take them out of the freezer and either toast them or leave them on the counter for 30-45 mins before serving and they are perfect. Smaller amounts of leftovers can be used for bread crumbs in recipes if you toast them first (can also be frozen).<br /><br />By the way, I happened to add sliced olives, grated parm cheese, and italian herbs to the liquid before adding the flour, and the bread had a wonderful flavor! Great for dipping in olive oil."
311682,B000EVG8H4,A27H2Z677SECMJ,"\"Pam A. Fults \"\"tufbroad\"\"\"",0,0,5,1232668800,gluten-free sandwich bread,It is the best tasting bread I have found in my search for bread.  And the convenience of ordering from Amazon. com keeps me from having to drive all over Oklahoma City looking for the best price of bread mix.
